Date,Time,SpotPrice,Expiry,StraddleValue,ATM,ATM-500 IV,ATM-450 IV,ATM-400 IV,ATM-350 IV,ATM-300 IV,ATM-250 IV,ATM-200 IV,ATM-150 IV,ATM-100 IV,ATM-50 IV,ATM IV,ATM+50 IV,ATM+100 IV,ATM+150 IV,ATM+200 IV,ATM+250 IV,ATM+300 IV,ATM+350 IV,ATM+400 IV,ATM+450 IV,ATM+500 IV,
25-01-2024,09:15:00,21436.05,25-01-2024,141.7,21450,46.87,45.16,43.54,41.81,40.07,38.55,36.85,35.19,33.28,31.57,31.03,30.7,30.84,30.84,31.22,31.72,32.85,33.63,35.52,37.31,39.08,
25-01-2024,09:16:00,21420.5,25-01-2024,142.7,21400,46.3,44.8,43.39,41.64,39.83,38.18,36.65,34.91,33.48,32.11,30.84,30.2,30.04,30.49,30.81,31.61,32.45,33.45,34.77,36.64,39.02,
25-01-2024,09:17:00,21415.8,25-01-2024,141.85,21400,46.71,44.99,43.09,40.93,39.12,37.39,35.86,34.35,33.13,31.78,30.89,30.31,30.21,30.34,30.68,31.44,32.51,33.83,35.25,37.36,39.76,
25-01-2024,09:18:00,21414.2,25-01-2024,137.64999999999998,21400,46.47,44.6,42.82,40.64,38.66,36.98,35.3,33.77,32.44,30.74,30.1,29.52,29.13,29.68,30.28,31.41,32.8,34.04,35.62,37.87,40.11,
25-01-2024,09:19:00,21411.2,25-01-2024,135.4,21400,46.33,44.42,42.78,40.68,38.66,37.05,35.5,34,32.65,30.96,29.74,29.27,28.51,29.13,30.02,31.08,32.54,33.93,35.41,37.66,39.93,
25-01-2024,09:20:00,21418.35,25-01-2024,135.4,21400,46.74,44.61,42.78,40.58,38.62,36.96,35.48,33.8,32.55,30.76,29.64,28.95,28.39,29.03,29.87,30.9,32.38,33.6,35.68,37.52,40.08,
25-01-2024,09:21:00,21417.1,25-01-2024,135.75,21400,45.66,43.91,42.11,40.09,38.22,36.64,35.08,33.63,32.31,30.93,29.89,29.24,28.98,29.27,30.21,31.17,32.72,34.08,35.86,38.05,40.4,
25-01-2024,09:22:00,21425.05,25-01-2024,131.6,21450,43.33,41.46,39.27,37.33,35.83,34.37,33.02,31.65,30.29,29.27,28.73,28.43,28.92,29.75,30.78,32.18,33.49,35.27,37.46,40.18,41.94,
25-01-2024,09:23:00,21397.9,25-01-2024,136.45,21400,45.12,43.16,41.37,39.52,37.67,36.34,34.99,33.71,32.36,31.17,30.28,29.89,29.54,30,30.87,31.85,33.15,34.42,36.12,38.46,41.19,
25-01-2024,09:24:00,21378.8,25-01-2024,142.75,21400,44.92,43.18,41.76,39.98,38.48,37.47,36.23,34.87,33.68,32.42,31.37,30.9,30.34,30.74,31.45,32.61,34.19,35.88,37.85,40.24,43.12,
25-01-2024,09:25:00,21389.85,25-01-2024,140.55,21400,45.33,43.62,42.23,40.54,38.94,37.77,36.43,35.02,33.85,32.57,31.21,30.46,30.07,30.33,31.15,32.32,33.87,35.28,37.34,39.55,42.08,
25-01-2024,09:26:00,21398.8,25-01-2024,136.4,21400,45.8,44.14,42.47,40.56,38.93,37.52,35.98,34.54,33.04,31.69,30.39,29.5,29.19,29.91,30.78,31.98,33.61,35.08,37.4,39.24,42.04,
25-01-2024,09:27:00,21424.25,25-01-2024,135.55,21400,47.07,45.03,43.1,40.88,39,37.4,35.62,33.99,32.64,31.36,29.55,28.48,28.02,28.95,29.81,30.8,32.18,33.31,35.14,36.93,39.36,
25-01-2024,09:28:00,21437.2,25-01-2024,129.64999999999998,21450,45.31,43.55,41.44,39.57,37.99,36.19,34.58,32.92,31.42,29.91,28.86,28.37,28.71,29.44,30.33,31.64,32.85,34.79,36.61,38.87,41.07,
25-01-2024,09:29:00,21438,25-01-2024,128.95,21450,45.46,43.7,41.59,39.72,38.09,36.27,34.65,33.02,31.66,29.84,28.76,28.25,28.79,29.32,30.21,31.51,32.71,34.4,36.27,38.45,40.81,
25-01-2024,09:30:00,21439.45,25-01-2024,126.9,21450,45.47,43.79,41.64,39.93,38.17,36.3,34.5,32.81,31.11,29.59,28.36,28.06,28.44,29.06,30.09,31.3,32.47,34.3,36.22,38.65,40.63,
